"UBIGEO","precipitation_mean_2001","precipitation_mean_2002","precipitation_mean_2003","precipitation_mean_2004","precipitation_mean_2005","precipitation_mean_2006","precipitation_mean_2007","precipitation_mean_2008","precipitation_mean_2009","precipitation_mean_2010","precipitation_mean_2011","precipitation_mean_2012","precipitation_mean_2013","precipitation_mean_2014","precipitation_mean_2015","precipitation_mean_2016","precipitation_mean_2017","precipitation_mean_2018","precipitation_mean_2019","precipitation_mean_2020","precipitation_mean_2021","precipitation_mean_2022","precipitation_mean_2023","precipitation_mean_2024"
"010000",30.4833818582966,33.2903797211283,29.8825164047915,29.9433312367228,31.3180884503304,29.7531332079119,31.2572411897147,32.2910128443893,32.6675950449409,28.7381610028663,27.9091621080283,29.8378701822508,26.1598444108986,29.1324434017365,24.0190988037885,26.1373055355111,38.1357432802048,29.987683726071,31.8519952494484,31.4796212927576,28.4521724912855,31.2498665502261,35.3930795202112,25.2285283410333
"020000",8.13862317031099,7.76475273252252,6.28673463666142,6.0568190643535,5.84514799529427,8.38552557347461,7.14859335531005,7.6233106384025,9.18778305276331,6.83798757982849,7.39338029184973,7.05564033659415,6.85469385299338,6.77313890694136,6.28998666760638,5.7679573748639,8.49617396679782,8.89615138041789,7.26873967423394,6.91773400123579,7.96289422782378,7.59179522933217,9.21850403576525,6.3420254549656
"030000",13.0315833646198,12.5948500563932,11.6765818394894,11.1165055189022,9.4665250542552,12.9503812055255,11.8439933574477,10.2212797548882,11.1856153267761,10.8949990036876,14.8807718934015,14.4410527930703,12.8563922352569,11.6861072737117,11.9843063299046,11.0554396607155,13.1863116455633,12.6169251009475,13.8591602042664,10.7818808001141,13.5884507991547,10.4528456933277,12.7844425467558,12.399225635584
"040000",5.63324399540578,5.34938445578564,3.70333047576767,4.19090951936106,3.78007697134509,4.8526313981948,4.76102623383603,4.87669488535163,4.30099077110455,3.94305612374531,6.14618609472015,7.94999917206171,7.68185650814876,6.24092136651832,7.34559522582315,5.53626908772752,7.44601403926951,7.43122245832533,7.75913930889383,7.32972739501168,6.9832576848676,5.44124984172019,6.40443263181743,6.82537347174648
"050000",9.92059896666218,9.21444030089135,8.43690384230153,8.17340679534457,7.15816739210012,9.23322218808938,8.72600067119029,8.23472937569022,9.08681410991333,8.45258007300171,12.9103221163492,12.0373544494875,12.1437946557999,10.5204872621054,10.8421127220446,9.15113641592589,11.672474888238,10.4852838160639,12.1021775210446,9.1915753217922,12.0702161365612,9.0835127342831,11.395334390754,11.5755584974858
"060000",12.5958413151818,12.4532285452336,10.5710366384509,10.8153003330638,11.8653473104813,13.2572880230746,12.853421854984,13.9749734552671,14.1459714007646,11.8052243545623,11.4494442656832,10.2222280099736,10.080505124288,10.3441208513772,9.31177376414777,9.67501955654116,15.2820060993449,12.1881791518732,11.391771638371,10.6002138120596,11.7029798356275,12.3825377209102,17.1691622322541,9.20753129069845
"070000",0.421521112322807,0.450790129601955,0.374850399792194,0.309272535145283,0.354808785021305,0.390203006565571,0.353190243244171,0.414568528532982,0.474322952330112,0.44136094301939,0.560171455144882,0.458590604364872,0.534000471234322,0.565691113471985,0.487406723201275,0.422531001269817,0.516944535076618,0.72004035115242,0.501052916049957,0.543559476733208,0.544209323823452,0.498417630791664,0.593402683734894,0.536515645682812
"080000",27.8233101067113,28.5290743512657,25.0021054282209,24.1948231905827,21.5233759043043,25.8183470664618,25.6740085364411,22.9463188787387,24.2485046263928,24.424093523353,27.7304308559762,25.3432932591745,25.4544921989605,22.9211842890973,22.470118167165,23.0456621264183,25.9161671321279,25.3804609057218,25.9882519453892,20.3349789453678,27.1104406315881,19.6304092225087,22.7307910319562,24.044115725505
"090000",10.1614878446283,10.2219224788773,9.46507645476032,8.90450765733988,7.76643293340441,9.97168685449681,8.46448749975419,8.96476999269405,10.1324850703629,9.15983793097483,16.4698840517393,13.0412789714168,13.264505508584,12.0812320440588,11.4715715650102,10.2865709761499,12.0118059151609,11.7731112547324,12.774614552377,9.73824414132346,13.2313760656706,10.4369138449011,12.1417802374128,12.6873446995104
"100000",23.3496047448678,22.6903744266485,21.4760457195459,21.5208972437112,19.413343604879,24.5354432107201,22.6738748012051,22.0101882030986,25.0589388071554,21.4571946426499,26.876929216093,21.6443127664877,23.3932871980249,22.1478767598139,18.850431457051,19.6131612304028,32.2124494942286,25.736226944809,24.8954533678722,22.8088058177058,21.2095403371516,21.5162045435042,21.7968922907701,19.5457852541464
