"UBIGEO","no2_mean_2019","no2_mean_2020","no2_mean_2021","no2_mean_2022","no2_mean_2023","no2_mean_2024"
"010501",3.175526615646e-05,3.3850628386745e-05,3.45437214363518e-05,3.84042504854008e-05,3.25597233464308e-05,3.41723888216815e-05
"010502",3.19975953337173e-05,3.40017776980244e-05,3.48010976282342e-05,3.90365841358479e-05,3.31488339406782e-05,3.49298811457184e-05
"010503",3.23116542335182e-05,3.42500092254862e-05,3.47251834355523e-05,3.89950780233821e-05,3.29218414538009e-05,3.43543864825322e-05
"010504",3.2020045930409e-05,3.37914753626029e-05,3.45685076976589e-05,3.87061088903506e-05,3.28015076756809e-05,3.41725277463892e-05
"010505",3.24859644519435e-05,3.44877990093536e-05,3.5281516447448e-05,3.94915127143919e-05,3.35537918696405e-05,3.54364344916639e-05
"010506",3.17044035810401e-05,3.3441505193842e-05,3.42070454475199e-05,3.82199124908042e-05,3.26278605072448e-05,3.43337321118129e-05
"010507",3.18496268418218e-05,3.38862343195782e-05,3.48110038137799e-05,3.87155667192026e-05,3.32300800585594e-05,3.46356158076046e-05
"010508",3.20430992761217e-05,3.38748547341441e-05,3.47166582979034e-05,3.8642349357825e-05,3.28126540422596e-05,3.47411201508757e-05
"010509",3.22134463946353e-05,3.4245999580464e-05,3.53466426048327e-05,3.8741707667907e-05,3.29980138523046e-05,3.46203379100848e-05
"010510",3.22291188368583e-05,3.42538274544708e-05,3.49489108960692e-05,3.92705381255384e-05,3.3346487287214e-05,3.50732327019863e-05
"010511",3.17069644260036e-05,3.36183239297179e-05,3.43252506970951e-05,3.83938973112195e-05,3.26625772894647e-05,3.42351600628445e-05
"010512",3.14280770729614e-05,3.34713799277303e-05,3.40180351682879e-05,3.79494923907286e-05,3.20969791937986e-05,3.41132160368071e-05
"010513",3.25757599099801e-05,3.45363290849606e-05,3.51166485853625e-05,3.93571541545449e-05,3.35622669650094e-05,3.5172345974174e-05
"010514",3.20940048349674e-05,3.41057194380355e-05,3.47628009135399e-05,3.88774143703245e-05,3.2822979474259e-05,3.46585634226644e-05
"010515",3.33705506181361e-05,3.55958114512466e-05,3.63567680989968e-05,4.02892764390966e-05,3.46484561093994e-05,3.62132121051649e-05
"010516",3.15705853895637e-05,3.35991165084404e-05,3.37506801887728e-05,3.79313511131791e-05,3.18616034123909e-05,3.40418098518509e-05
"010517",3.23369118390418e-05,3.39986007860236e-05,3.4741609208811e-05,3.85244258355232e-05,3.2787337756871e-05,3.41165113463342e-05
"010518",3.22799527818209e-05,3.45462853096962e-05,3.5087537831989e-05,3.92782496993973e-05,3.32298331742331e-05,3.53151210919918e-05
"010519",3.2291272470011e-05,3.41979674190228e-05,3.51698105484829e-05,3.90462057140129e-05,3.33288002618518e-05,3.49028935354153e-05
"010520",3.21000845739176e-05,3.43431396366919e-05,3.48614812124507e-05,3.90993387401327e-05,3.33369212554318e-05,3.50322483733962e-05
"010521",3.20347255468214e-05,3.38921070790748e-05,3.45211907057613e-05,3.84034273738017e-05,3.282581697184e-05,3.41519623675632e-05
"010522",3.21270770092928e-05,3.4095122587795e-05,3.47237247590363e-05,3.88611699502182e-05,3.31138857263974e-05,3.45875873858479e-05
"010523",3.16889593199152e-05,3.3704594369523e-05,3.45637770440543e-05,3.83354969077187e-05,3.27010335770994e-05,3.41687203291659e-05
"010601",3.13481089571332e-05,3.30083431008651e-05,3.39794575511854e-05,3.77943103014398e-05,3.17092653916702e-05,3.32155656584587e-05
"010602",3.20189986644979e-05,3.38866695135746e-05,3.47398153884404e-05,3.88972057969755e-05,3.27398274903053e-05,3.44585482656778e-05
"010603",3.17451090064587e-05,3.35595033272653e-05,3.46866637825254e-05,3.84521359130885e-05,3.28705936693326e-05,3.40322160689837e-05
"010604",3.1997288003351e-05,3.36721107774275e-05,3.44541142857799e-05,3.83062493419693e-05,3.25072831273611e-05,3.396430644672e-05
"010605",3.20736658406518e-05,3.38388855677799e-05,3.46469798602708e-05,3.84963442465197e-05,3.28240805074029e-05,3.42659779283276e-05
"010606",3.15039105075601e-05,3.31506443485446e-05,3.42698360581488e-05,3.7939270698551e-05,3.23708526449349e-05,3.34585691000289e-05
"010607",3.17443046616571e-05,3.3251886008508e-05,3.44266138945813e-05,3.81604481091029e-05,3.24028217118942e-05,3.38340260862683e-05
"010608",3.2323146263643e-05,3.44507771935765e-05,3.51747572343796e-05,3.89611974807305e-05,3.32284833619856e-05,3.45972598009844e-05
