"UBIGEO","v6gl02_mean_2001_mean_2001","v6gl02_mean_2002_mean_2002","v6gl02_mean_2003_mean_2003","v6gl02_mean_2004_mean_2004","v6gl02_mean_2005_mean_2005","v6gl02_mean_2006_mean_2006","v6gl02_mean_2007_mean_2007","v6gl02_mean_2008_mean_2008","v6gl02_mean_2009_mean_2009","v6gl02_mean_2010_mean_2010","v6gl02_mean_2011_mean_2011","v6gl02_mean_2012_mean_2012","v6gl02_mean_2013_mean_2013","v6gl02_mean_2014_mean_2014","v6gl02_mean_2015_mean_2015","v6gl02_mean_2016_mean_2016","v6gl02_mean_2017_mean_2017","v6gl02_mean_2018_mean_2018","v6gl02_mean_2019_mean_2019","v6gl02_mean_2020_mean_2020","v6gl02_mean_2021_mean_2021","v6gl02_mean_2022_mean_2022"
"211300",18.8308823341547,19.8728609972222,21.0889420176661,22.1362608665644,24.3059823102729,21.4910428069359,21.5014028016911,20.4646297410477,19.7602704513905,24.4432020320449,21.7573268047599,24.7881666139115,18.8744468644608,18.3600591570832,22.0394669288813,19.1023242018944,20.8655002061711,18.8376328446144,21.3646483931431,20.8653043303379,17.4620392023131,23.4215074184329
"220100",22.8918877527292,17.0979508092922,20.1385533823022,21.3168607955676,20.591389217367,24.1440992229032,18.8275548538503,21.2010043421632,18.0023079569462,26.3897480442399,19.2280990981473,20.0502305434057,16.2058566210529,18.7231758414515,14.5346387352071,19.2189285552326,22.7244398395929,17.2098311051628,18.1851514135158,17.7137022781178,16.4684287805795,23.2586091935969
"220200",20.2356723314017,17.0068131605231,18.9248744752619,21.1650799784952,19.9659467708525,21.532613599911,20.0688948963247,19.3355485426733,18.1917661450385,23.2329206258014,16.8759775473549,18.5408338016091,16.0846348617398,19.7676731666364,14.601600707674,18.3309876637812,21.3880331285079,17.8127964025466,18.4360017544117,18.4641907711873,15.7726670811272,22.2535100021154
"220300",21.0378070014498,18.0166224323566,20.8151351375299,22.4809547820879,21.4320676535761,21.2778309880531,20.8213256439375,22.4124287663734,18.9082912684782,25.1116288675644,17.9812787132174,20.3213375186254,16.3191184501855,19.9756764662737,14.5340426639589,19.6092139511168,20.5895534098102,18.340588046563,18.9579054785848,18.5481241431876,16.0392237804582,23.381931939728
"220400",21.497355794294,17.8551234416432,20.8760002996237,22.0470594255153,21.7542515749562,21.228898676411,20.1096665998539,21.5637846913913,18.4585862920534,24.3181107707207,18.0764460620967,19.1232480481113,15.9379689386165,19.2447128114096,14.7506374824704,19.4929063823082,20.5380531406679,17.9849957981102,18.275784091736,18.2482724045502,16.028808492968,22.7423893272062
"220500",20.0904567357885,17.6502164010384,19.6122352811802,22.246721676619,19.7938959484338,21.029396190752,20.5012128563917,21.2480091272866,17.5555640848711,23.4854079401677,16.6170943934949,20.0907942097155,16.5167948790657,18.772749802613,14.1457131193217,16.7095326153783,19.2257789884295,17.7214579629506,18.2108443361416,18.221360722381,15.6436065314414,22.2385588406661
"220600",20.2311074595828,16.6245585626601,18.4841390476148,20.4445000485151,20.4662516196162,19.7893063192121,18.4630154616567,18.9091549853761,17.3133621450511,22.2339659300842,17.2066278152744,17.0413767970361,15.3478962489651,17.0701847660803,14.4207095769548,17.9548205472155,17.9609107367414,15.9756855837286,16.9234556593818,17.1400105182782,15.6776685809668,21.5726315979034
"220700",20.0291506624312,18.2145828223545,19.906183027452,22.3646824907306,20.4994941617325,20.5703313138046,21.8539348571531,20.2373905218077,17.7844488892202,22.7610615914868,15.8995661712914,19.4022781464361,16.0136250042599,19.0051053705885,14.6143590354377,17.1172555633017,18.8837575803898,18.9865685169792,18.3151477971158,18.8181182446923,14.744370622472,22.1443305440827
"220800",21.580224972117,16.9553202369062,20.0240229940847,20.6087860664932,20.0294805408605,22.2045740112437,18.6126028382166,21.0197487158358,17.5251556476437,24.3872888808524,18.5002910550627,17.8550238839809,15.415338290422,17.3678131463665,13.7298966196008,17.5500310241636,18.8345294459709,15.5748211278656,16.4458186666051,16.8604630282278,15.1139614927805,22.698114069567
"220900",19.5226965443247,17.8812021902531,19.3777250854266,22.0219544565057,19.6129140130357,20.0881918758326,21.5162791971526,20.2554888232595,17.0491254507117,21.8983750191727,15.9814067286563,19.5386899809617,16.7166507931458,16.9831871392065,14.6920710354182,15.828345996107,17.7753505780862,18.4305693300473,18.1089343724912,18.8029952614294,15.4057918296039,21.665149293883
"221000",19.8178570493315,15.8064053760134,17.530203605504,18.9672700039514,18.3890051870175,19.7858152759241,18.0641867921714,18.4114491230135,17.7182024503244,22.3637124185455,16.5566911700548,16.9720059551886,15.6283324657488,18.447807916669,13.6016713117747,19.0141991293928,19.7555215760048,16.0117762270473,17.2721730819042,17.9180063640463,14.4576192200776,22.2970677171028
"230100",16.5939748820939,16.9475322839504,17.5070772980591,18.9395393243901,14.6756363868019,18.5284480427528,19.3838947422436,18.4036020667062,18.6759936525612,19.1254251308011,19.268703376845,18.7047603676801,15.4690875835914,18.658153133892,18.3511634825966,17.0800948367372,17.2596574581395,12.9580359623729,14.7555253111908,13.1366083222398,17.5394733780193,21.7308882430662
"230200",14.1418457158407,16.580330610788,16.7180236012449,18.6268465038012,16.3962936754124,16.8377774076564,16.8374804470103,17.884977881729,15.8513885342178,17.2760731834494,15.1100323748845,18.18005708797,14.2223031197825,14.6308783065632,15.6004435024467,12.1203698234148,14.1224661816833,12.5309671004101,14.4663964909379,14.0777732504568,11.1529766538066,15.5661719476023
"230300",17.7007419172623,23.1997651106383,22.2317250371412,23.4676276985677,14.7679903083646,20.8189738680263,24.782843072143,22.3452799799133,21.6827802295007,21.8616529949512,20.7091727032015,19.1910481774522,16.3859251888875,23.2319860451458,20.2704977190434,21.8685151865035,19.3366696324532,16.1734564153935,16.9347938384761,13.1451000925248,19.7271498008601,24.739120832641
"230400",14.8972399700608,17.5447290980223,17.9405144923182,20.2417277505953,16.2960002602823,17.321620460887,16.91786495283,18.7825633150773,16.1149701250485,18.7454721781532,16.1149782360932,17.6416355533916,14.1657719897468,14.5461500459381,16.0364127245066,12.8726424672402,15.1193063508373,12.3903684482011,14.7067237790746,13.9226363222635,12.5459958886447,16.5219731819054
